41.50,20.20,0.00,5.60,0
38.00,20.20,0.00,5.38,0
36.81,20.20,0.00,5.78,0
35.88,20.20,0.00,5.76,0
35.13,20.20,0.00,5.40,0
34.56,20.20,0.00,5.96,0
34.00,20.20,0.00,5.49,0
33.50,20.20,0.00,5.87,0
33.06,20.20,0.00,5.58,0
32.69,20.20,0.00,5.96,0
32.44,20.20,0.00,5.94,0
32.19,20.20,0.00,5.54,0
31.94,20.20,0.00,5.61,0
31.75,20.20,0.00,5.57,0
31.63,20.20,0.00,5.60,0
31.50,20.20,0.00,5.57,0
31.38,20.20,38.46,5.63,0
31.31,20.20,75.06,5.93,0
31.25,20.20,75.06,5.67,0
31.13,20.20,75.06,6.06,0
31.06,20.20,75.06,6.01,0
31.00,20.20,75.06,5.55,0
31.00,20.20,75.06,5.66,0
30.94,20.20,75.06,6.02,0
30.88,20.20,75.06,6.04,0
30.75,20.20,0.00,5.53,0
30.75,20.20,0.00,5.53,0
30.75,20.20,0.00,5.88,0
30.69,20.20,0.00,5.88,0
30.69,20.20,0.00,5.90,0
30.69,20.20,0.00,5.96,0
30.63,20.20,0.00,5.53,0
30.63,20.20,0.00,5.59,0
30.56,20.20,0.00,5.95,0
30.56,20.20,0.00,5.59,0
30.50,20.20,0.00,5.74,0
30.56,20.20,0.00,5.99,0
30.50,20.20,0.00,5.52,0
30.56,20.20,0.00,5.96,0
30.56,20.20,0.00,5.54,0
30.50,20.20,0.00,6.00,0
30.50,20.20,0.00,5.58,0
30.50,20.20,0.00,5.97,0
30.50,20.20,0.00,5.98,0
30.50,20.20,0.00,5.62,0
30.50,20.20,0.00,5.64,0
30.50,20.20,0.00,5.99,0
30.50,20.20,0.00,5.99,0
30.50,20.20,0.00,5.95,0
30.50,20.20,0.00,5.97,0
30.50,20.20,36.59,5.60,0
30.50,20.20,73.27,6.03,0
30.50,20.20,73.27,5.68,0
30.50,20.20,75.06,5.68,0
30.50,20.20,75.06,6.02,0
30.50,20.20,75.06,5.65,0
30.50,20.20,75.06,6.00,0
30.50,20.20,75.06,6.01,0
30.50,20.20,75.06,5.78,0
30.50,20.20,75.06,6.09,0
30.50,20.20,75.06,5.67,0
30.50,20.20,76.85,6.03,0
30.50,20.20,76.85,5.66,0
30.50,20.20,76.85,6.11,0
30.50,20.20,76.85,5.66,0
30.56,20.20,76.85,6.07,0
30.56,20.20,76.85,5.69,0
30.56,20.20,76.85,6.05,0
30.56,20.20,76.85,5.68,0
30.56,20.20,76.85,5.66,0
30.56,20.20,76.85,6.03,0
30.56,20.20,76.85,5.72,0
30.56,20.20,76.85,5.71,0
30.56,20.20,76.85,6.07,0
30.56,20.20,76.85,5.61,0
30.56,20.20,76.85,5.66,0
30.50,20.20,76.85,6.13,0
30.50,20.20,76.85,6.06,0
30.50,20.20,76.85,6.06,0
30.50,20.20,76.85,5.68,0
30.50,20.20,76.85,5.67,0
30.50,20.20,76.85,5.69,0
30.56,20.20,76.85,5.70,0
30.50,20.20,76.85,5.64,0
30.50,20.20,76.85,5.73,0
30.56,20.20,76.85,5.67,0
30.56,20.20,76.85,5.68,0
30.56,20.20,76.85,5.64,0
30.50,20.20,76.85,6.10,0
30.56,20.20,76.85,6.09,0
30.56,20.20,76.85,6.10,0
30.50,20.20,76.85,5.66,0
30.56,20.20,76.85,5.66,0
30.50,20.20,76.85,6.02,0
30.50,20.20,76.85,6.02,0
30.56,20.20,76.85,5.66,0
30.56,20.20,76.85,6.09,0
30.50,20.20,76.85,6.02,0
30.50,20.20,76.85,5.71,0
30.50,20.20,76.85,6.05,0
30.50,20.20,76.85,5.59,0
30.50,20.20,76.85,6.04,0
30.50,20.20,76.85,5.61,0
30.50,20.20,76.85,5.65,0
30.50,20.20,76.85,6.15,0
30.50,20.20,76.85,5.61,0
30.56,20.20,76.85,6.03,0
30.56,20.20,76.85,6.02,0
30.56,20.20,76.85,5.65,0
30.56,20.20,76.85,5.63,0
30.56,20.20,76.85,5.68,0
30.56,20.20,76.85,6.02,0
30.56,20.20,76.85,6.05,0
30.56,20.20,76.85,6.03,0
30.56,20.20,76.85,5.63,0
30.56,20.20,76.85,5.68,0
30.56,20.20,76.85,5.60,0
30.63,20.20,76.85,5.62,0
30.63,20.20,76.85,6.11,0
30.63,20.20,76.85,6.07,0
30.63,20.20,76.85,6.04,0
30.63,20.20,76.85,6.05,0
30.63,20.20,76.85,5.66,0
30.63,20.20,76.85,5.63,0
30.63,20.20,76.85,5.70,0
30.63,20.20,76.85,6.01,0
30.63,20.20,76.85,5.69,0
30.63,20.20,76.85,5.64,0
30.63,20.20,76.85,6.05,0
30.63,20.20,76.85,5.62,0
30.63,20.20,76.85,6.03,0
30.63,20.20,76.85,5.62,0
30.56,20.20,75.06,6.02,0
30.63,20.20,75.06,5.67,0
30.56,20.20,75.06,6.05,0
30.63,20.20,75.06,5.59,0
30.56,20.20,75.06,6.04,0
30.56,20.20,75.06,5.63,0
30.56,20.20,75.06,6.07,0
30.56,20.20,75.06,6.01,0
30.56,20.20,75.06,5.71,0
30.56,20.20,75.06,6.03,0
30.56,20.20,75.06,6.05,0
30.56,20.20,75.06,6.03,0
30.56,20.20,75.06,5.64,0
30.50,20.20,75.06,5.69,0
30.56,20.20,75.06,5.60,0
30.50,20.20,75.06,6.04,0
30.50,20.20,75.06,6.06,0
30.50,20.20,75.06,5.99,0
30.56,20.20,75.06,6.00,0
30.50,20.20,75.06,6.07,0
30.50,20.20,75.06,6.02,0
30.56,20.20,75.06,5.62,0
30.50,20.20,75.06,5.63,0
30.50,20.20,75.06,5.65,0
30.56,20.20,75.06,5.99,0
30.50,20.20,75.06,6.02,0
30.50,20.20,75.06,5.60,0
30.50,20.20,75.06,5.64,0
30.50,20.20,75.06,6.05,0
